Geneid,SRR085474,SRR085473,SRR085726,SRR085471,SRR087416,SRR085725
GRM3,942,113,408,933,384,560
GRM3-AS1,12,13,24,17,18,37
GRM4,160,26,142,89,113,1863
GRM5,259,10,61,148,39,152
GRM5-AS1,7,12,9,7,22,3
GRM5P1,0,0,0,0,0,0
GRM5P1_1,0,0,0,0,0,0
GRM6,10,27,21,15,20,7
GRM7,183,19,92,177,96,119
GRM7-AS1,0,0,0,0,0,1
GRM7-AS2,0,0,0,2,0,1
GRM7-AS3,0,0,0,0,0,0
GRM8,92,3,34,75,47,48
GRM8-AS1,1,0,0,1,0,0
GRN,531,241,545,577,463,408
GRP,7,4,8,13,0,6
GRPEL1,277,56,240,262,234,229
GRPEL2,69,9,73,103,105,152
GRPEL2-AS1,0,0,0,0,0,0
GRPR,4,0,0,2,0,4
GRSF1,843,187,464,798,513,692
GRTP1,11,12,11,14,5,18
GRTP1-AS1,0,1,0,1,2,3
GRWD1,174,67,198,173,152,174
GRXCR1,1,0,0,0,0,0
GRXCR2,0,0,0,0,0,0
GS1-204I12.4,0,0,0,0,0,0
GS1-24F4.2,0,0,0,0,0,0
GS1-24F4.2_1,0,0,0,0,0,0
GS1-278J22.2,0,0,0,0,0,0
GS1-279B7.1,0,0,0,0,0,0
GS1-600G8.3,0,0,0,0,0,0
GSAP,59,15,21,66,40,73
GSC,0,0,0,0,0,1
GSC-DT,0,0,0,0,0,0
GSC2,0,0,0,0,0,0
GSCAR,45,25,63,33,44,25
GSDMA,0,0,0,1,0,1
GSDMB,65,115,259,62,263,112
GSDMC,0,0,0,0,0,0
GSDMC_1,0,0,0,0,0,0
GSDMD,0,0,0,0,0,0
GSDMD_1,0,0,0,0,0,0
GSDME,217,44,76,222,74,140
GSE1,524,93,397,421,348,671
GSEC,9,3,8,13,10,8
GSG1,20,3,4,12,5,7
GSG1L,275,58,142,269,133,119
GSG1L2,2,0,3,3,0,1
GSK3A,1027,440,905,964,822,823
GSK3B,911,102,387,789,370,889
GSK3B-DT,13,8,9,14,6,20
GSKIP,211,41,139,218,155,160
GSN,1831,875,1481,1838,1157,1530
GSN-AS1,63,19,26,56,44,32
GSPT1,685,181,442,714,459,707
GSPT2,157,22,102,179,120,146
GSR,362,42,195,340,151,330
GSS,317,97,168,332,140,194
GSTA1,0,0,1,1,5,1
GSTA2,0,0,0,0,0,0
GSTA3,0,0,0,0,0,0
GSTA4,307,62,190,328,204,283
GSTA5,0,0,0,0,0,0
GSTA7P,0,0,0,0,0,0
GSTCD,47,5,9,58,11,55
GSTCD-AS1,0,0,0,0,0,1
GSTK1,253,137,244,267,225,179
GSTM1,16,1,45,3,45,24
GSTM2,116,75,77,141,84,89
GSTM2P1,12,7,15,17,13,14
GSTM3,576,320,519,566,456,420
GSTM4,213,122,182,184,178,199
GSTM5,78,229,120,43,110,172
GSTO1,267,125,301,268,305,272
GSTO2,146,24,141,134,128,106
GSTP1,511,446,547,513,468,476
GSTT1,52,94,301,140,309,229
GSTT1-AS1,2,3,2,0,0,1
GSTT2,0,0,0,0,0,0
GSTT2B,0,0,0,0,0,0
GSTT2B_1,0,0,0,0,0,0
GSTT2_1,0,0,0,1,0,0
GSTT4,0,0,0,0,0,0
GSTT4_1,0,0,0,0,0,0
GSTTP2,0,0,0,0,0,0
GSTZ1,137,43,42,128,47,69
GSX1,1,2,1,2,0,0
GSX2,3,0,1,3,1,1
GTDC1,678,350,474,540,466,539
GTF2A1,373,72,192,371,181,566
GTF2A1-AS1,4,2,3,6,1,3
GTF2A1L,0,0,0,0,0,0
GTF2A2,82,36,114,133,131,136
GTF2B,128,18,104,131,124,112
GTF2E1,72,18,52,95,64,62
GTF2E2,87,32,137,99,115,101
GTF2F1,804,337,745,715,615,733
GTF2F2,113,28,101,101,91,93
GTF2H1,0,0,0,0,0,0
GTF2H1_1,0,0,0,0,0,0
GTF2H2,0,0,0,0,1,1
GTF2H2B,0,0,0,0,0,1
GTF2H2B_1,0,0,0,0,0,0
GTF2H2C,0,0,0,0,0,0
GTF2H2C_1,0,0,0,0,0,0
GTF2H2C_2,0,0,0,0,0,0
GTF2H2C_2_1,0,0,0,0,0,0
GTF2H2_1,0,0,0,0,0,0
GTF2H3,131,10,55,125,56,96
GTF2H4,0,0,0,0,0,0
GTF2H4_1,0,0,0,0,0,0
GTF2H4_2,3,0,0,4,0,6
GTF2H4_3,0,0,0,0,0,0
GTF2H4_4,0,0,0,0,0,0
GTF2H4_5,0,0,0,0,0,0
GTF2H5,241,74,154,281,210,240
GTF2I,124,36,61,98,40,142
GTF2I-AS1,0,0,0,1,0,1
GTF2IP1,0,0,0,0,0,0
GTF2IP12,1,1,0,0,1,1
GTF2IP13,3,0,2,4,0,1
GTF2IP20,12,9,9,12,13,7
GTF2IP23,2,1,2,4,0,0
GTF2IP4,24,4,11,21,8,20
GTF2IP7,0,0,1,0,0,0
GTF2IP8,0,0,0,0,0,0
GTF2IRD1,124,37,137,92,102,94
GTF2IRD1P1,3,0,1,1,0,0
GTF2IRD2,4,0,6,8,1,2
GTF2IRD2B,7,2,3,7,4,3
GTF3A,380,174,431,366,432,327
GTF3C1,1030,346,749,875,648,895
GTF3C2,282,70,206,284,183,269
GTF3C2-AS1,0,0,2,0,0,4
GTF3C2-AS2,19,5,13,14,21,18
GTF3C3,165,35,159,163,146,179
GTF3C4,348,43,123,290,150,412
GTF3C5,388,280,472,402,395,438
GTF3C6,50,49,64,53,74,65
GTPBP1,712,272,649,676,464,670
GTPBP10,157,18,94,147,95,176
GTPBP2,279,75,262,257,220,292
GTPBP3,83,36,92,100,80,79
GTPBP4,201,67,179,209,165,187
GTPBP6,0,0,0,0,0,0
GTPBP6_1,0,0,0,0,0,0
GTPBP8,55,8,40,35,41,48
GTSCR1,0,1,1,0,1,1
GTSE1,2,0,2,0,2,2
GTSE1-DT,15,12,13,7,8,8
GTSF1,1,0,2,3,1,0
GTSF1L,0,0,0,0,0,0
GUCA1A,0,0,0,0,0,0
GUCA1ANB-GUCA1A,0,0,0,0,0,0
GUCA1B,16,14,68,49,69,36
GUCA1C,1,0,6,1,5,5
GUCA2A,0,0,0,0,1,0
GUCA2B,0,0,0,0,0,0
GUCD1,346,186,233,319,191,285
GUCY1A1,382,58,268,392,276,303
GUCY1A2,353,22,173,264,200,525
GUCY1B1,858,65,487,925,456,761
GUCY1B2,1,1,1,0,0,1
GUCY2C,5,0,1,2,0,1
GUCY2C-AS1,9,4,12,3,23,15
GUCY2D,19,10,16,12,16,26
GUCY2EP,0,0,0,1,0,0
GUCY2F,0,0,0,0,0,0
GUCY2GP,0,0,0,0,0,0
GUF1,204,46,106,209,120,235
GUK1,864,606,917,925,715,649
GULP1,74,5,19,66,40,46
GUSB,163,124,186,148,172,154
GUSBP1,0,0,0,0,0,0
GUSBP10,0,1,0,0,0,1
GUSBP11,154,117,224,149,189,234
GUSBP14,0,0,0,0,0,0
GUSBP14_1,0,0,0,0,0,0
GUSBP15,0,0,0,0,1,0
GUSBP15_1,0,0,0,0,0,0
GUSBP16,0,0,0,0,0,0
GUSBP16_1,0,0,0,0,0,0
GUSBP16_2,0,0,0,0,0,0
GUSBP17,0,0,0,0,0,0
GUSBP17_1,0,0,0,0,0,0
GUSBP17_2,0,0,0,0,0,0
GUSBP19,0,0,0,1,1,0
GUSBP19_1,0,0,0,0,0,0
GUSBP19_2,0,0,0,0,0,0
GUSBP1_1,1,0,0,0,0,0
GUSBP1_2,0,0,0,0,0,0
GUSBP2,0,0,1,1,0,1
GUSBP3,0,0,0,0,0,0
GUSBP3_1,0,0,0,0,0,0
GUSBP3_2,0,0,0,0,0,0
GUSBP3_3,0,0,0,0,0,0
GUSBP4,8,3,0,4,5,9
GUSBP5,6,1,3,6,2,5
GVINP1,8,2,5,12,6,5
GVQW3,183,29,118,180,104,187
GXYLT1,71,31,61,73,50,105
GXYLT1P3,0,0,0,0,0,0
GXYLT2,29,7,13,24,7,19
GYG1,202,55,132,218,153,220
GYG2,116,57,58,92,56,106
GYG2P1,3,2,9,5,6,2
GYPA,0,0,3,0,2,1
GYPB,0,0,1,0,0,0
GYPC,57,31,70,70,64,51
GYPE,3,0,4,6,6,1
GYS1,312,92,230,296,263,328
GYS2,1,1,6,3,4,0
GZF1,338,82,236,293,218,279
GZMA,1,0,0,1,0,1
GZMB,0,6,0,0,1,3
GZMH,2,1,0,2,3,0
GZMK,0,0,0,0,0,2
GZMM,4,3,15,1,11,3
H1-0,778,471,601,697,461,736
H1-1,0,0,1,0,0,0
H1-10,514,407,666,531,514,602
H1-10-AS1,45,47,58,38,39,41
H1-2,29,59,110,36,91,29
H1-3,0,0,0,0,0,0
H1-4,0,0,0,0,0,1
H1-5,0,0,0,0,0,0
H1-6,0,0,5,0,0,1
H1-7,5,0,0,6,0,2
H1-8,0,0,0,0,0,0
H1-9P,6,5,17,13,13,4
H19,0,0,0,0,0,0
H19_1,0,0,0,0,0,0
H2AB1,0,0,0,0,0,0
H2AB2,0,0,0,0,0,0
H2AB3,0,0,0,0,0,0
H2AC1,0,0,0,0,0,0
H2AC11,0,0,2,0,0,0
H2AC12,0,0,0,1,0,0
H2AC13,0,0,0,0,0,0
H2AC14,0,0,0,0,0,0
H2AC15,1,0,1,2,0,2
H2AC16,0,0,0,1,0,0
H2AC17,0,0,0,0,0,0
H2AC18,0,0,0,0,0,0
H2AC19,0,0,0,0,0,0
H2AC20,0,0,0,0,0,1
H2AC21,0,0,0,0,0,1
H2AC25,0,0,0,0,0,0
H2AC25_1,0,0,0,0,0,0
H2AC2P,0,1,0,0,0,1
H2AC4,0,0,0,0,0,0
H2AC6,47,8,82,36,44,36
H2AC7,0,0,0,0,0,0
H2AC8,5,2,11,3,5,6
H2AJ,91,110,94,86,75,110
H2AL3,0,0,1,0,0,0
H2AP,0,0,0,0,0,0
H2AX,17,18,31,27,22,16
H2AZ1,219,71,259,227,259,249
H2AZ1-DT,2,1,2,0,1,1
H2AZ2,1095,431,833,1110,772,1322
H2AZ2-DT,1,1,1,0,0,1
H2BC1,0,0,0,0,0,0
H2BC10,0,0,0,0,0,0
H2BC11,2,0,3,1,2,1
H2BC12,27,3,18,31,30,17
H2BC12L,0,0,0,0,0,0
H2BC13,1,0,0,0,0,0
H2BC14,0,0,0,0,0,0
H2BC15,5,0,0,4,0,0
H2BC17,1,0,0,0,0,1
H2BC18,0,0,0,2,0,2
H2BC20P,0,0,0,0,0,0
H2BC21,207,62,334,148,250,209
H2BC26,0,0,0,0,0,0
H2BC26_1,0,0,0,0,0,0
H2BC3,0,0,0,0,0,0
H2BC4,19,10,22,16,16,16
H2BC5,20,10,66,22,80,46
H2BC6,2,0,3,0,1,3
H2BC6-AS1,7,2,13,6,17,18
H2BC7,0,0,1,1,0,0
H2BC8,7,0,5,6,2,7
H2BC9,0,0,2,0,0,1
H2BK1,1,1,0,2,0,0
H2BN1,0,0,0,0,0,0
H2BP1,0,0,0,2,0,2
H2BP2,0,1,0,0,0,0
H2BW1,0,0,0,0,1,0
H2BW2,0,0,0,0,0,1
H2BW3P,1,0,2,0,1,0
H2BW4P,0,0,0,0,0,0
H3-3A,2,1,3,9,4,7
H3-3A-DT,5,1,1,8,2,4
H3-3B,698,302,649,768,579,943
H3-4,0,0,0,0,0,0
H3-4_1,0,0,0,0,0,0
H3-5,44,7,46,47,33,50
H3-7,4,0,3,0,1,1
H3C1,1,0,1,0,1,1
H3C10,1,0,0,1,0,0
H3C11,0,0,1,0,0,0
H3C12,0,0,0,0,0,0
H3C13,1,0,0,1,0,1
H3C14,0,0,0,0,0,0
H3C15,0,0,0,0,0,0
H3C2,0,0,0,0,0,0
H3C3,0,0,2,0,0,0
H3C4,2,0,6,1,7,5
H3C6,19,5,10,14,9,21
H3C7,0,0,0,0,0,0
H3C8,1,0,1,0,0,0
H3P14,0,0,0,0,0,0
H3P4,0,0,1,2,0,1
H3P6,2,1,1,6,7,2
H3Y1,0,0,0,0,0,0
H3Y2,0,0,0,0,0,0
H4C1,4,7,3,1,3,13
H4C11,0,0,0,0,1,0
H4C12,0,0,1,1,0,0
H4C13,0,0,0,0,0,0
H4C14,0,0,0,0,0,0
H4C15,101,47,191,78,160,223
H4C16,5,2,10,2,3,4
H4C2,1,0,0,0,1,1
H4C3,1,2,5,2,1,0
H4C4,0,3,3,0,1,1
H4C5,33,11,29,13,12,41
H4C6,0,1,0,0,1,0
H4C7,0,0,0,0,0,0
H4C8,16,13,18,6,18,19
H4C9,1,0,1,3,0,2
H6PD,329,89,199,287,185,313
HAAO,17,19,13,26,11,4
HABP2,6,2,8,3,3,3
HABP4,888,401,719,825,608,685
HACD1,15,17,18,27,22,26
HACD2,500,82,279,474,216,511
HACD3,942,84,510,1017,534,912
HACD4,38,8,17,38,24,30
HACE1,240,25,146,266,132,287
HACL1,98,19,65,99,48,95
HADH,185,45,143,211,131,210
HADHA,518,265,427,547,363,536
HADHB,495,135,330,663,286,497
HAFML,0,0,0,0,0,0
HAGH,546,264,586,579,480,490
HAGHL,219,239,241,184,170,166
HAGLR,154,18,65,123,48,80
HAGLROS,7,0,8,2,5,2
HAL,1,0,0,0,0,0
HAMP,10,15,112,17,90,36
HAND1,0,0,0,0,0,0
HAND2,1,0,0,0,0,11
HAND2-AS1,0,0,1,0,0,10
HAO1,0,0,0,0,0,1
HAO2,0,0,0,0,0,0
HAO2-IT1,1,0,0,0,2,0
HAP1,160,166,373,143,271,258
HAPLN1,35,0,10,66,11,25
HAPLN2,0,0,0,0,0,0
HAPLN2_1,0,0,0,0,0,0
HAPLN3,16,21,33,25,23,23
HAPLN4,1168,222,623,852,830,809
HAPSTR1,1186,214,651,1156,681,1054
HAPSTR2,44,7,24,35,18,28
HAR1A,86,32,72,94,67,79
HAR1B,7,3,6,6,7,6
HARBI1,46,19,34,46,34,26
HARS1,722,349,705,697,688,609
HARS2,235,84,284,234,234,226
HAS1,65,10,50,54,38,36
HAS2,5,1,5,6,0,1
HAS2-AS1,1,0,0,0,1,0
HAS3,21,1,35,13,24,29
HASPIN,1,1,0,2,1,2
HAT1,0,0,0,0,0,0
HAT1_1,5,1,3,0,2,4
HAUS1,20,7,21,18,13,23
HAUS2,166,33,80,153,79,135
HAUS3,64,18,48,75,51,111
HAUS4,89,51,88,86,51,89
HAUS5,95,87,161,89,106,131
HAUS5-DT,0,0,0,0,0,0
HAUS6,42,20,34,49,38,82
HAUS7,157,217,245,148,191,149
HAUS8,13,14,25,12,18,10
HAVCR1,0,0,1,1,1,2
HAVCR1P1,3,4,6,3,2,2
HAVCR2,66,25,71,64,69,48
HAX1,278,96,262,290,223,233
HBA1,40,65,27,44,25,41
HBA2,47,71,27,59,30,45
HBB,238,180,83,318,121,321
HBBP1,0,0,0,0,0,0
HBD,0,0,0,0,0,0
HBE1,5,0,3,3,5,1
HBEGF,145,49,92,128,79,105
HBG1,0,0,0,0,0,0
HBG2,0,0,0,0,0,1
HBM,0,3,0,1,2,1
HBP1,0,0,0,0,0,0
HBP1_1,0,0,0,0,0,0
HBQ1,18,9,20,29,20,11
HBS1L,512,114,305,451,342,426
HBZ,0,1,1,2,0,1
HCAR1,5,2,6,3,1,3
HCAR2,0,0,1,4,2,0
HCAR3,0,0,0,0,2,0
HCCAT5,0,0,0,2,0,1
HCCS,182,16,108,181,93,137
HCCS-DT,1,0,0,0,0,0
HCFC1,922,242,708,844,512,1032
HCFC1-AS1,1,2,0,0,0,1
HCFC1R1,354,326,439,411,452,304
HCFC2,130,20,89,147,90,162
HCG11,0,0,0,0,0,0
HCG11_1,0,0,0,0,0,0
HCG14,0,0,0,0,0,0
HCG14_1,0,0,0,0,0,0
HCG14_2,0,0,0,0,0,0
HCG14_3,0,0,0,0,0,0
HCG14_4,0,0,0,0,0,0
HCG14_5,0,0,0,0,0,0
HCG15,0,0,0,0,0,0
HCG15_1,0,0,0,0,0,0
HCG15_2,0,0,0,0,0,0
HCG15_3,0,0,0,0,0,0
HCG15_4,0,0,0,0,0,0
HCG15_5,0,0,0,0,0,0
HCG15_6,0,0,0,0,0,0
HCG17,0,0,0,0,0,0
HCG17_1,0,0,0,0,0,0
HCG17_2,0,0,0,0,0,0
HCG17_3,0,0,0,0,0,0
HCG17_4,0,0,0,0,0,0
HCG17_5,0,0,0,0,0,0
HCG17_6,0,0,0,0,0,0
HCG18,0,0,0,0,0,0
HCG18_1,0,0,0,0,0,0
HCG18_2,0,0,0,0,0,1
HCG18_3,0,0,0,0,0,0
HCG18_4,1,0,0,8,0,4
HCG18_5,0,0,0,0,0,0
HCG18_6,0,1,0,0,0,0
HCG20,0,0,0,0,0,0
HCG20_1,0,0,0,0,0,0
HCG20_2,0,0,0,0,0,0
HCG20_3,0,0,0,0,0,0
HCG20_4,0,0,0,0,0,0
HCG20_5,0,0,0,0,0,0
HCG21,0,0,0,0,0,0
HCG21_1,0,0,0,0,0,0
HCG21_2,0,0,0,0,0,0
HCG21_3,0,0,0,0,0,0
HCG21_4,0,0,0,0,0,0
HCG22,0,0,0,0,0,0
HCG22_1,0,0,0,0,0,0
HCG22_2,0,0,0,0,0,0
HCG22_3,0,0,0,0,0,0
HCG22_4,0,0,0,0,0,0
HCG22_5,0,0,0,0,0,0
HCG22_6,0,0,0,0,0,0
HCG22_7,0,0,0,0,0,0
HCG23,0,0,0,0,0,0
HCG23_1,0,0,0,0,0,0
HCG23_2,0,0,0,0,0,0
HCG23_3,0,0,0,0,0,0
HCG23_4,0,0,0,0,0,0
HCG23_5,0,0,0,0,0,0
HCG23_6,0,0,0,0,0,0
HCG23_7,0,0,0,0,0,0
HCG23_8,0,0,0,0,0,0
HCG24,0,0,0,0,0,0
HCG24_1,0,0,1,0,2,1
HCG24_2,0,0,0,0,0,0
HCG24_3,0,0,0,0,0,0
HCG24_4,0,0,0,0,0,0
HCG25,0,0,0,0,0,0
HCG25_1,0,0,0,0,0,0
HCG25_2,0,0,0,0,0,0
HCG25_3,0,0,0,0,0,0
HCG25_4,0,0,0,0,0,0
HCG25_5,0,0,0,0,0,0
HCG25_6,0,0,0,0,0,0
HCG26,0,0,0,0,2,0
HCG26_1,0,0,0,0,0,0
HCG26_2,0,0,0,0,0,0
HCG26_3,0,0,0,0,0,0
HCG26_4,0,0,0,0,0,0
HCG26_5,1,0,0,0,0,0
HCG27,0,0,0,0,0,0
HCG27_1,0,0,0,0,0,0
HCG27_2,0,0,0,0,0,0
HCG27_3,1,0,0,0,0,0
HCG27_4,2,0,0,0,0,1
HCG27_5,0,0,0,0,0,0
HCG4,0,0,0,0,0,0
HCG4B,0,0,1,0,0,0
HCG4B_1,0,0,0,0,0,0
HCG4B_2,0,0,0,0,0,0
HCG4B_3,0,0,1,1,0,1
HCG4B_4,0,0,0,0,0,0
HCG4B_5,0,0,0,0,0,0
HCG4B_6,0,0,0,0,0,0
HCG4_1,0,0,0,0,0,0
HCG4_2,0,0,0,0,0,0
HCG4_3,0,0,0,0,0,0
HCG4_4,0,0,0,0,0,0
HCG4_5,0,0,0,0,0,0
HCG4_6,0,0,0,0,0,0
HCG4_7,0,0,0,0,0,0
HCG9,0,0,0,0,0,0
HCG9_1,0,0,0,0,0,0
HCG9_2,0,0,0,0,0,0
HCG9_3,0,0,0,0,0,0
HCG9_4,0,0,0,0,0,0
HCG9_5,0,0,0,0,0,0
HCG9_6,0,0,0,0,0,0
HCK,38,7,62,33,50,53
HCLS1,93,47,96,71,83,90
HCN1,695,28,249,538,302,568
HCN2,527,283,583,543,593,534
HCN3,0,0,0,0,0,0
HCN3_1,0,0,0,0,0,0
HCN4,61,9,44,45,35,33
HCP5,0,0,0,0,0,0
HCP5B,0,0,0,0,0,1
HCP5B_1,0,0,0,0,0,0
HCP5B_2,0,0,0,0,0,0
HCP5B_3,0,0,0,0,0,0
HCP5B_4,0,0,0,0,0,0
HCP5B_5,0,0,0,0,0,0
HCP5B_6,0,0,0,0,0,0
HCP5B_7,0,0,0,0,0,0
HCP5_1,0,0,0,0,0,0
HCP5_2,0,0,0,0,0,0
HCP5_3,0,0,0,0,0,0
HCRT,1,4,6,0,2,2
HCRTR1,15,3,6,24,3,13
HCRTR2,9,0,3,9,2,3
HCST,11,6,27,24,28,16
HDAC1,135,101,170,153,148,114
HDAC10,185,185,293,208,233,216
HDAC11,951,456,814,829,535,582
HDAC11-AS1,0,0,0,0,1,0
HDAC2,334,65,268,306,311,309
HDAC2-AS2,5,1,8,4,2,4
HDAC3,254,73,234,264,222,208
HDAC4,544,197,608,408,530,497
HDAC4-AS1,6,7,4,8,7,5
HDAC5,1317,569,1533,1225,1095,1220
HDAC6,581,246,505,540,428,642
HDAC7,219,258,376,296,305,269
HDAC8,153,64,149,123,143,144
HDAC9,344,15,121,248,102,296
HDAC9-AS1,0,0,0,0,0,0
HDC,7,0,2,5,0,2
HDDC2,269,204,334,268,316,280
HDDC3,136,40,91,124,78,105
HDGF,484,224,518,457,360,424
HDGFL1,0,0,2,1,1,0
HDGFL2,447,272,514,399,361,360
HDGFL3,738,238,555,687,572,687
HDHD2,457,141,275,508,310,455
HDHD3,134,64,163,120,116,112
HDHD5,196,92,183,203,149,175
HDHD5-AS1,3,7,4,2,6,7
HDLBP,1545,620,1112,1474,906,1284
HDLBP-AS1,0,3,0,0,0,2
HDX,29,5,26,30,27,36
HEAT2,0,0,0,0,0,0
HEATR1,106,7,68,87,48,125
HEATR3,112,23,76,104,87,85
HEATR3-AS1,0,3,2,2,1,1
HEATR4,16,6,22,29,23,40
HEATR5A,190,54,101,200,81,181
HEATR5A-DT,2,1,3,3,7,2
HEATR5B,448,28,225,382,181,447
HEATR6,139,46,158,155,144,194
HEATR6-DT,2,3,0,0,0,0
HEATR9,0,0,0,0,0,0
HEATR9_1,0,0,0,0,0,0
HEBP1,198,72,182,217,156,185
HEBP2,82,68,125,81,107,173
HECA,384,210,340,362,306,358
HECTD1,962,149,567,835,508,1221
HECTD2,162,9,88,129,111,173
HECTD2-AS1,0,1,0,1,0,2
HECTD3,449,192,449,392,324,386
HECTD4,2101,154,1072,1661,792,2481
HECW1,681,90,306,542,329,568
HECW1-IT1,2,6,2,0,3,0
HECW2,411,71,197,454,223,459
HECW2-AS1,0,1,1,0,0,0
HEG1,441,100,104,458,95,359
HEIH,0,0,0,0,0,0
HELB,3,0,7,8,7,2
HELLS,23,6,27,26,40,60
HELQ,63,7,50,59,50,76
HELT,1,0,0,0,0,1
HELZ,363,106,285,328,241,515
HELZ-AS1,3,2,1,0,1,1
HELZ2,46,30,347,80,229,64
HEMGN,0,0,1,0,1,0
HEMK1,107,52,121,108,105,105
HENMT1,103,21,83,136,93,81
HEPACAM,727,248,408,738,264,539
HEPACAM2,0,0,0,0,0,2
HEPFAL,2,2,0,10,0,2
HEPH,262,88,106,305,76,189
HEPHL1,1,0,0,0,0,1
HEPN1,0,0,0,0,0,0
HERC1,1743,294,1009,1474,753,1486
HERC2,15,0,6,12,9,7
HERC2P10,0,0,0,0,0,0
HERC2P10_1,0,0,0,0,0,0
HERC2P10_2,0,0,0,0,0,0
HERC2P11,0,0,0,0,0,0
HERC2P11_1,0,0,0,0,0,0
HERC2P11_2,0,0,0,0,0,0
HERC2P11_3,0,0,0,0,0,0
HERC2P2,43,42,54,40,32,59
HERC2P2_1,3,1,61,10,43,7
HERC2P2_2,0,0,0,0,0,0
HERC2P3,0,0,0,0,0,0
HERC2P3_1,0,0,0,0,0,0
HERC2P4,0,0,0,0,0,0
HERC2P7,0,0,0,0,0,0
HERC2P7_1,0,0,0,0,0,0
HERC2P7_2,0,0,0,0,0,0
HERC2P9,0,0,0,0,0,0
HERC2P9_1,0,0,0,0,0,0
HERC2P9_2,0,0,0,0,0,0
HERC2_1,0,0,0,0,0,0
HERC2_2,0,0,0,0,0,0
HERC3,444,34,282,342,186,545
HERC4,219,57,261,245,289,277
HERC5,33,14,64,16,63,18
HERC6,210,61,316,157,312,96
HERPUD1,454,103,413,488,385,406
HERPUD2,212,23,126,183,105,206
HERPUD2-AS1,114,24,41,105,32,81
HES1,69,86,65,74,61,79
HES2,0,1,0,0,0,0
HES3,0,0,0,0,0,0
HES4,63,77,87,86,60,33
HES5,0,0,0,0,0,0
HES5_1,0,0,0,0,0,0
HES6,242,145,200,214,150,160
HES7,10,30,19,16,12,21
HESX1,4,0,2,7,0,5
HEXA,411,147,245,395,217,339
HEXA-AS1,3,1,2,0,0,1
HEXB,184,40,132,158,160,177
HEXD,157,204,264,146,193,246
HEXD-IT1,2,1,4,2,4,5
HEXIM1,352,224,476,294,358,237
HEXIM2,34,5,20,32,18,21
HEXIM2-AS1,1,1,0,2,1,2
HEY1,296,47,215,331,174,201
HEY2,58,74,105,66,82,66
HEY2-AS1,6,1,1,11,1,4
HEYL,41,55,51,52,45,85
HFE,22,2,9,18,8,18
HFE-AS1,3,4,19,6,8,1
HFM1,5,1,5,9,5,15
HGC6.3,9,8,6,3,7,13
HGD,1,0,6,3,5,3
HGF,37,15,48,37,43,42
HGFAC,9,8,65,12,53,20
HGH1,123,100,95,134,66,85
HGS,841,418,932,805,727,749
HGSNAT,654,162,265,620,242,449
HHAT,0,0,0,0,0,0
HHATL,503,237,589,523,505,467
HHATL-AS1,0,0,0,0,0,0
HHAT_1,0,0,0,0,0,0
HHEX,19,9,4,21,13,16
HHIP,402,54,270,334,222,339
HHIP-AS1,19,7,29,30,31,18
HHIPL1,357,186,259,351,193,251
HHIPL2,1,2,3,1,0,0
HHLA1,1,0,0,1,0,0
HHLA2,3,0,0,0,0,1
HIBADH,155,34,107,156,90,175
HIBCH,89,61,173,111,181,113
HIC1,36,67,119,49,84,53
HIC2,125,60,193,118,155,115
HID1,826,435,922,769,765,1119
HID1-AS1,2,0,0,1,0,1
HIF1A,288,31,138,267,91,470
HIF1A-AS1,1,0,0,1,1,1
HIF1A-AS2,0,0,0,0,0,0
HIF1A-AS3,0,0,2,1,3,1
HIF1AN,696,201,530,664,479,468
HIF3A,233,465,266,263,213,213
HIGD1A,298,85,223,324,244,291
HIGD1B,21,77,62,51,65,35
HIGD1C,8,6,22,8,19,16
HIGD2A,219,136,226,227,209,191
HIGD2AP2,10,11,15,13,8,10
HIGD2B,0,1,0,0,0,0
HIKESHI,110,27,87,107,87,106
HIKESHIP2,4,4,9,14,5,10
HILPDA,21,19,142,29,129,80
HINFP,229,59,231,213,210,221
HINT1,479,157,455,523,441,445
HINT2,111,69,80,124,82,95
HINT3,350,133,280,409,255,390
HIP1,704,255,494,613,399,535
HIP1R,1029,670,1127,1038,892,867
HIPK1,830,211,478,716,351,1330
HIPK1-AS1,6,5,5,7,7,4
HIPK2,2888,5468,6542,2744,3130,3890
HIPK3,407,147,310,360,227,660
HIPK4,197,17,80,176,90,103
HIRA,521,203,424,500,336,434
HIRIP3,320,274,372,256,286,229
HISLA,0,0,0,0,0,0
HIVEP1,313,31,196,271,161,254
HIVEP2,1850,262,810,1267,674,1531
HIVEP2-DT,9,1,2,10,4,13
HIVEP3,386,55,351,310,309,474
HJURP,0,1,1,0,1,1
HJV,3,0,2,4,3,1
HK1,2095,474,1398,1948,1203,1827
HK2,42,15,84,49,55,62
HK2-DT,5,3,0,7,0,2
HK3,11,5,32,20,39,13
HKDC1,16,0,7,16,4,12
HLA-A,16,0,69,23,47,22
HLA-A_1,0,0,0,0,0,0
HLA-A_2,0,0,0,0,0,0
HLA-A_3,0,0,0,0,0,0
HLA-A_4,16,0,0,3,0,6
HLA-A_5,0,0,0,0,0,0
HLA-A_6,10,0,0,7,0,4
HLA-A_7,4,0,0,0,0,5
HLA-B,30,0,108,22,84,39
HLA-B_1,13,0,0,11,1,27
HLA-B_2,0,0,0,0,0,0
HLA-B_3,23,23,1,55,1,23
HLA-B_4,11,0,0,13,0,15
HLA-B_5,0,3,0,0,0,2
HLA-C,14,0,29,0,29,13
